"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"43A072","SD","0.0","1.0","10/27/2024"
"43A073","SD","64.3","0.0","10/27/2024"
"43A089","SD","0.0","0.0","10/27/2024"
"43A098","SD","80.0","0.0","10/27/2024"
"43A103","SD","0.0","0.0","10/27/2024"
"43A113","SD","Not Available","Not Available","10/27/2024"
"43A135","SD","64.5","22.6","10/27/2024"
"43A136","SD","0.0","1.7","10/27/2024"
"43A137","SD","60.4","0.0","10/27/2024"
"43A138","SD","0.0","1.9","10/27/2024"
"43A139","SD","0.0","0.0","10/27/2024"
"43A140","SD","Not Available","Not Available","10/27/2024"
"445002","TN","46.2","90.5","10/27/2024"
"445004","TN","57.6","0.0","10/27/2024"
"445008","TN","19.6","4.1","10/27/2024"
"445013","TN","63.9","0.4","10/27/2024"
"445017","TN","46.8","0.0","10/27/2024"
"445024","TN","35.9","0.5","10/27/2024"
"445030","TN","18.9","0.5","10/27/2024"
"445069","TN","18.4","0.8","10/27/2024"
"445071","TN","0.0","0.0","10/27/2024"
"445076","TN","0.9","0.0","10/27/2024"
"445077","TN","0.0","1.3","10/27/2024"
"445088","TN","Not Available","Not Available","10/27/2024"
"445094","TN","Not Available","Not Available","10/27/2024"
"445098","TN","0.0","0.0","10/27/2024"
"445099","TN","34.2","0.0","10/27/2024"
"445101","TN","0.0","0.0","10/27/2024"
"445105","TN","1.7","0.0","10/27/2024"
"445107","TN","1.3","0.0","10/27/2024"
"445108","TN","43.3","1.1","10/27/2024"
"445109","TN","0.0","0.0","10/27/2024"
"445110","TN","1.9","5.7","10/27/2024"
"445111","TN","42.2","0.0","10/27/2024"
"445112","TN","0.0","0.6","10/27/2024"
"445114","TN","2.4","0.0","10/27/2024"
"445115","TN","Not Available","Not Available","10/27/2024"
"445116","TN","0.0","0.8","10/27/2024"
"445117","TN","5.6","0.0","10/27/2024"
"445119","TN","0.0","0.0","10/27/2024"
"445123","TN","45.9","0.0","10/27/2024"
"445124","TN","27.4","16.2","10/27/2024"
"445126","TN","42.7","1.4","10/27/2024"
"445127","TN","58.4","1.4","10/27/2024"
"445128","TN","0.8","0.0","10/27/2024"
"445130","TN","23.4","0.0","10/27/2024"
"445131","TN","1.8","1.2","10/27/2024"
"445132","TN","46.3","7.1","10/27/2024"
"445133","TN","1.3","2.8","10/27/2024"
"445135","TN","1.2","2.1","10/27/2024"
"445136","TN","3.6","0.0","10/27/2024"
"445138","TN","0.0","2.6","10/27/2024"
"445139","TN","13.6","0.0","10/27/2024"
"445140","TN","3.9","0.0","10/27/2024"
"445141","TN","0.0","1.7","10/27/2024"
"445143","TN","11.6","0.7","10/27/2024"
"445145","TN","0.0","1.7","10/27/2024"
"445146","TN","2.1","0.0","10/27/2024"
"445150","TN","0.0","0.0","10/27/2024"
"445154","TN","61.7","0.0","10/27/2024"
"445155","TN","Not Available","Not Available","10/27/2024"
"445156","TN","32.6","0.0","10/27/2024"
"445157","TN","71.9","8.3","10/27/2024"
"445159","TN","18.1","0.0","10/27/2024"
"445160","TN","0.0","0.0","10/27/2024"
"445162","TN","0.0","0.0","10/27/2024"
"445165","TN","57.0","0.0","10/27/2024"
"445166","TN","33.6","6.9","10/27/2024"
"445167","TN","31.4","0.0","10/27/2024"
"445170","TN","0.0","2.1","10/27/2024"
"445171","TN","0.0","0.0","10/27/2024"
"445172","TN","0.0","0.0","10/27/2024"
"445173","TN","43.8","2.3","10/27/2024"
"445174","TN","38.4","59.4","10/27/2024"
"445180","TN","38.9","3.7","10/27/2024"
"445183","TN","24.1","0.0","10/27/2024"
"445187","TN","0.0","1.9","10/27/2024"
"445189","TN","58.6","2.9","10/27/2024"
"445191","TN","58.5","2.6","10/27/2024"
"445197","TN","0.0","0.0","10/27/2024"
"445203","TN","10.4","0.0","10/27/2024"
"445205","TN","30.5","0.0","10/27/2024"
"445207","TN","6.3","8.5","10/27/2024"
"445209","TN","0.0","1.1","10/27/2024"
"445210","TN","0.0","0.0","10/27/2024"
"445214","TN","0.0","0.0","10/27/2024"
"445215","TN","13.8","0.0","10/27/2024"
"445216","TN","7.2","0.0","10/27/2024"
"445217","TN","0.0","0.0","10/27/2024"
"445218","TN","0.0","1.0","10/27/2024"
"445220","TN","Not Available","Not Available","10/27/2024"
"445221","TN","52.1","2.1","10/27/2024"
"445222","TN","5.3","0.0","10/27/2024"
"445223","TN","44.2","0.0","10/27/2024"
"445224","TN","0.0","0.0","10/27/2024"
"445228","TN","0.0","1.4","10/27/2024"
"445232","TN","1.0","0.0","10/27/2024"
"445236","TN","21.7","2.4","10/27/2024"
"445237","TN","0.0","0.0","10/27/2024"
"445238","TN","0.0","0.0","10/27/2024"
"445239","TN","26.0","1.0","10/27/2024"
"445240","TN","0.0","0.0","10/27/2024"
"445241","TN","0.0","0.0","10/27/2024"
"445242","TN","0.0","0.0","10/27/2024"
"445244","TN","0.0","0.0","10/27/2024"
"445245","TN","0.9","0.0","10/27/2024"
"445246","TN","8.4","0.0","10/27/2024"
"445249","TN","0.0","0.0","10/27/2024"
"445251","TN","1.7","69.2","10/27/2024"
"445252","TN","0.0","0.0","10/27/2024"
"445253","TN","22.5","0.0","10/27/2024"
"445254","TN","8.1","0.0","10/27/2024"
"445256","TN","Not Available","Not Available","10/27/2024"
"445259","TN","0.0","0.0","10/27/2024"
"445260","TN","0.0","0.0","10/27/2024"
"445262","TN","Not Available","Not Available","10/27/2024"
"445263","TN","0.0","0.0","10/27/2024"
"445264","TN","0.0","0.0","10/27/2024"
"445267","TN","0.0","0.0","10/27/2024"
"445268","TN","9.8","11.8","10/27/2024"
"445270","TN","Not Available","Not Available","10/27/2024"
"445272","TN","Not Available","0.0","10/27/2024"
"445274","TN","0.0","0.0","10/27/2024"
"445275","TN","22.2","0.0","10/27/2024"
"445276","TN","34.8","1.3","10/27/2024"
"445277","TN","58.3","6.8","10/27/2024"
"445279","TN","33.8","1.8","10/27/2024"
"445280","TN","50.5","0.0","10/27/2024"
"445281","TN","0.0","1.2","10/27/2024"
"445283","TN","17.7","1.4","10/27/2024"
"445284","TN","0.0","4.3","10/27/2024"
"445285","TN","43.6","0.0","10/27/2024"
"445286","TN","9.7","0.0","10/27/2024"
"445288","TN","24.3","36.4","10/27/2024"
"445291","TN","75.9","0.0","10/27/2024"
"445292","TN","0.0","0.0","10/27/2024"
"445293","TN","3.5","0.4","10/27/2024"
"445294","TN","13.1","0.0","10/27/2024"
"445295","TN","0.0","0.0","10/27/2024"
"445297","TN","3.2","0.0","10/27/2024"
"445298","TN","31.2","4.0","10/27/2024"
"445300","TN","3.2","0.0","10/27/2024"
"445302","TN","0.0","0.0","10/27/2024"
"445303","TN","42.7","0.0","10/27/2024"
"445304","TN","7.4","0.0","10/27/2024"
"445306","TN","0.0","0.0","10/27/2024"
"445308","TN","0.0","0.0","10/27/2024"
"445310","TN","0.0","0.0","10/27/2024"
"445314","TN","16.3","0.0","10/27/2024"
"445316","TN","1.3","0.0","10/27/2024"
"445318","TN","0.0","5.7","10/27/2024"
"445319","TN","0.0","0.0","10/27/2024"
"445320","TN","3.3","1.1","10/27/2024"
"445321","TN","0.0","0.0","10/27/2024"
"445322","TN","0.0","1.0","10/27/2024"
"445326","TN","0.0","0.0","10/27/2024"
"445327","TN","0.0","0.0","10/27/2024"
"445328","TN","0.0","0.0","10/27/2024"
"445329","TN","12.1","0.0","10/27/2024"
"445330","TN","1.2","0.0","10/27/2024"
"445331","TN","0.0","0.0","10/27/2024"
"445333","TN","55.9","0.0","10/27/2024"
"445335","TN","Not Available","Not Available","10/27/2024"
"445342","TN","36.2","0.0","10/27/2024"
"445343","TN","0.0","3.4","10/27/2024"
"445344","TN","0.0","0.0","10/27/2024"
"445351","TN","53.6","0.0","10/27/2024"
"445354","TN","Not Available","Not Available","10/27/2024"
"445356","TN","1.8","0.0","10/27/2024"
"445357","TN","Not Available","Not Available","10/27/2024"
"445358","TN","0.0","0.0","10/27/2024"
"445359","TN","23.4","3.2","10/27/2024"
"445362","TN","34.8","0.0","10/27/2024"
"445363","TN","27.7","0.0","10/27/2024"
"445366","TN","0.0","0.0","10/27/2024"
"445367","TN","53.7","0.0","10/27/2024"
"445369","TN","2.1","0.0","10/27/2024"
"445372","TN","42.9","3.7","10/27/2024"
"445373","TN","1.7","0.0","10/27/2024"
"445374","TN","9.3","0.0","10/27/2024"
"445377","TN","0.0","0.0","10/27/2024"
"445378","TN","3.4","3.6","10/27/2024"
"445380","TN","24.2","4.9","10/27/2024"
"445381","TN","0.0","0.0","10/27/2024"
"445382","TN","Not Available","Not Available","10/27/2024"
"445383","TN","47.2","0.0","10/27/2024"
"445387","TN","0.0","0.0","10/27/2024"
"445388","TN","76.1","0.9","10/27/2024"
"445390","TN","20.0","0.0","10/27/2024"
"445391","TN","15.0","0.7","10/27/2024"
"445392","TN","0.0","0.0","10/27/2024"
"445393","TN","1.5","0.0","10/27/2024"
"445396","TN","36.5","0.0","10/27/2024"
"445397","TN","21.7","0.8","10/27/2024"
"445401","TN","0.0","3.7","10/27/2024"
"445402","TN","1.0","0.0","10/27/2024"
"445404","TN","10.3","0.0","10/27/2024"
"445406","TN","0.0","2.3","10/27/2024"
"445408","TN","9.8","0.8","10/27/2024"
"445410","TN","0.0","4.7","10/27/2024"
"445411","TN","36.1","0.0","10/27/2024"
"445412","TN","0.0","85.7","10/27/2024"
"445413","TN","0.0","0.0","10/27/2024"
"445415","TN","24.0","7.4","10/27/2024"
"445419","TN","20.6","0.0","10/27/2024"
"445421","TN","1.4","0.6","10/27/2024"
"445422","TN","0.0","0.0","10/27/2024"
"445423","TN","49.3","1.6","10/27/2024"
"445424","TN","0.0","0.0","10/27/2024"
"445425","TN","22.7","0.0","10/27/2024"
"445426","TN","0.0","0.0","10/27/2024"
"445427","TN","0.0","0.0","10/27/2024"
"445428","TN","66.3","0.0","10/27/2024"
"445429","TN","0.0","0.0","10/27/2024"
"445430","TN","19.7","2.2","10/27/2024"
"445431","TN","1.2","0.6","10/27/2024"
"445433","TN","0.0","0.0","10/27/2024"
"445435","TN","43.6","Not Available","10/27/2024"
"445437","TN","0.0","4.2","10/27/2024"
"445439","TN","0.0","0.0","10/27/2024"
"445440","TN","0.0","0.0","10/27/2024"
"445442","TN","0.0","1.0","10/27/2024"
"445443","TN","0.0","0.0","10/27/2024"
"445444","TN","0.0","0.0","10/27/2024"
"445445","TN","0.0","0.0","10/27/2024"
"445446","TN","55.4","0.0","10/27/2024"
"445447","TN","0.0","0.0","10/27/2024"
"445448","TN","0.0","0.0","10/27/2024"
"445449","TN","0.0","0.0","10/27/2024"
"445451","TN","38.2","0.0","10/27/2024"
"445452","TN","0.0","0.0","10/27/2024"
"445453","TN","56.2","81.8","10/27/2024"
"445454","TN","45.2","0.0","10/27/2024"
"445455","TN","0.0","0.0","10/27/2024"
"445456","TN","7.1","2.1","10/27/2024"
"445457","TN","35.8","1.9","10/27/2024"
"445458","TN","0.0","0.0","10/27/2024"
"445459","TN","0.0","0.0","10/27/2024"
"445460","TN","0.0","0.0","10/27/2024"
"445461","TN","59.6","0.0","10/27/2024"
"445462","TN","Not Available","Not Available","10/27/2024"
"445463","TN","2.5","0.0","10/27/2024"
"445464","TN","34.7","0.0","10/27/2024"
"445465","TN","0.0","0.0","10/27/2024"
"445467","TN","Not Available","Not Available","10/27/2024"
"445468","TN","0.0","2.7","10/27/2024"
"445469","TN","48.3","1.6","10/27/2024"
"445470","TN","0.0","2.0","10/27/2024"
"445471","TN","0.0","0.0","10/27/2024"
"445472","TN","Not Available","Not Available","10/27/2024"
"445473","TN","7.7","0.4","10/27/2024"
"445474","TN","0.0","0.0","10/27/2024"
"445475","TN","38.8","0.4","10/27/2024"
"445476","TN","39.8","0.0","10/27/2024"
"445477","TN","4.8","0.0","10/27/2024"
"445478","TN","0.0","0.0","10/27/2024"
"445479","TN","0.0","0.0","10/27/2024"
"445480","TN","19.5","15.9","10/27/2024"
"445481","TN","4.7","1.7","10/27/2024"
"445482","TN","10.3","1.1","10/27/2024"
"445483","TN","0.0","0.0","10/27/2024"
"445484","TN","67.9","1.6","10/27/2024"
"445485","TN","30.8","0.0","10/27/2024"
"445486","TN","Not Available","Not Available","10/27/2024"
"445487","TN","0.0","0.0","10/27/2024"
"445488","TN","74.6","0.0","10/27/2024"
"445489","TN","37.7","2.6","10/27/2024"
"445490","TN","44.3","8.5","10/27/2024"
"445491","TN","41.2","1.7","10/27/2024"
"445492","TN","0.0","0.0","10/27/2024"
"445494","TN","13.0","4.0","10/27/2024"
"445495","TN","0.0","0.8","10/27/2024"
"445496","TN","Not Available","Not Available","10/27/2024"
"445497","TN","18.9","0.0","10/27/2024"
"445500","TN","Not Available","Not Available","10/27/2024"
"445501","TN","0.0","0.0","10/27/2024"
"445502","TN","Not Available","Not Available","10/27/2024"
"445503","TN","61.6","2.4","10/27/2024"
"445504","TN","0.0","0.0","10/27/2024"
"445506","TN","1.9","0.0","10/27/2024"
"445507","TN","2.6","2.1","10/27/2024"
"445508","TN","14.3","1.3","10/27/2024"
"445509","TN","23.5","0.6","10/27/2024"
"445510","TN","6.7","Not Available","10/27/2024"
"445511","TN","21.8","0.0","10/27/2024"
"445512","TN","7.6","3.8","10/27/2024"
"445513","TN","3.9","0.0","10/27/2024"
"445515","TN","34.4","12.4","10/27/2024"
"445516","TN","27.2","1.4","10/27/2024"
"445517","TN","15.5","1.2","10/27/2024"
"445518","TN","0.0","0.0","10/27/2024"
"445519","TN","39.8","1.2","10/27/2024"
"445520","TN","2.1","0.0","10/27/2024"
"445521","TN","0.0","18.8","10/27/2024"
"445522","TN","Not Available","Not Available","10/27/2024"
"445523","TN","3.1","0.0","10/27/2024"
"445524","TN","3.9","1.2","10/27/2024"
"445525","TN","50.5","0.0","10/27/2024"
"445526","TN","51.6","1.1","10/27/2024"
"445527","TN","Not Available","Not Available","10/27/2024"
"445528","TN","14.9","0.0","10/27/2024"
"445529","TN","0.0","0.0","10/27/2024"
"445530","TN","0.0","0.0","10/27/2024"
"445531","TN","14.8","2.4","10/27/2024"
"445534","TN","6.3","0.0","10/27/2024"
"445535","TN","48.8","0.0","10/27/2024"
"445537","TN","25.4","9.0","10/27/2024"
"445538","TN","23.2","6.0","10/27/2024"
"445539","TN","32.3","0.0","10/27/2024"
"445541","TN","68.5","3.8","10/27/2024"
"445542","TN","Not Available","Not Available","10/27/2024"
"445543","TN","Not Available","Not Available","10/27/2024"
"44E132","TN","16.7","2.4","10/27/2024"
"44E166","TN","Not Available","Not Available","10/27/2024"
"44E446","TN","Not Available","Not Available","10/27/2024"
"44E480","TN","Not Available","Not Available","10/27/2024"
"455001","TX","0.0","0.0","10/27/2024"
"455020","TX","0.0","0.8","10/27/2024"
"455069","TX","Not Available","Not Available","10/27/2024"
"455278","TX","0.0","0.0","10/27/2024"
"455333","TX","0.0","0.0","10/27/2024"
"455351","TX","Not Available","Not Available","10/27/2024"
"455390","TX","1.4","0.0","10/27/2024"
"455412","TX","10.2","0.0","10/27/2024"
"455416","TX","0.0","0.0","10/27/2024"
"455423","TX","0.0","0.0","10/27/2024"
"455429","TX","0.0","0.0","10/27/2024"
"455444","TX","0.0","0.0","10/27/2024"
"455450","TX","7.0","0.0","10/27/2024"
"455455","TX","0.0","0.0","10/27/2024"
"455457","TX","34.5","0.0","10/27/2024"
"455463","TX","0.0","0.0","10/27/2024"
"455467","TX","61.6","0.0","10/27/2024"
"455471","TX","0.0","0.0","10/27/2024"
"455475","TX","0.0","0.0","10/27/2024"
"455477","TX","0.0","0.0","10/27/2024"
"455478","TX","28.8","0.0","10/27/2024"
"455480","TX","0.0","0.0","10/27/2024"
"455484","TX","84.7","0.0","10/27/2024"
"455485","TX","0.0","9.4","10/27/2024"
"455486","TX","0.0","0.8","10/27/2024"
"455489","TX","0.0","0.0","10/27/2024"
"455490","TX","0.0","0.0","10/27/2024"
"455493","TX","0.0","0.0","10/27/2024"
"455494","TX","0.0","0.6","10/27/2024"
"455497","TX","62.9","21.6","10/27/2024"
"455503","TX","0.0","0.0","10/27/2024"
"455509","TX","2.6","0.0","10/27/2024"
"455510","TX","29.3","0.0","10/27/2024"
"455513","TX","0.0","0.0","10/27/2024"
"455515","TX","0.0","0.0","10/27/2024"
"455522","TX","16.7","14.6","10/27/2024"
"455523","TX","Not Available","Not Available","10/27/2024"
"455528","TX","0.0","0.0","10/27/2024"
"455532","TX","0.0","0.0","10/27/2024"
"455533","TX","83.5","0.0","10/27/2024"
"455536","TX","0.0","0.0","10/27/2024"
"455538","TX","0.0","0.0","10/27/2024"
"455544","TX","0.0","0.0","10/27/2024"
"455549","TX","0.0","0.0","10/27/2024"
"455550","TX","0.0","0.0","10/27/2024"
"455551","TX","32.7","1.4","10/27/2024"
"455554","TX","0.0","0.0","10/27/2024"
"455555","TX","0.0","0.0","10/27/2024"
"455557","TX","83.3","89.7","10/27/2024"
"455560","TX","53.8","36.7","10/27/2024"
"455561","TX","68.3","0.0","10/27/2024"
"455563","TX","3.8","0.0","10/27/2024"
"455565","TX","3.0","36.8","10/27/2024"
"455569","TX","0.0","0.0","10/27/2024"
"455570","TX","1.2","0.0","10/27/2024"
"455572","TX","0.0","0.0","10/27/2024"
"455573","TX","0.0","0.0","10/27/2024"
"455574","TX","44.3","0.0","10/27/2024"
"455575","TX","Not Available","Not Available","10/27/2024"
"455576","TX","73.3","0.0","10/27/2024"
"455579","TX","0.0","68.8","10/27/2024"
"455582","TX","0.0","0.0","10/27/2024"
"455586","TX","0.0","0.0","10/27/2024"
"455589","TX","0.0","0.0","10/27/2024"
"455591","TX","0.0","0.0","10/27/2024"
"455592","TX","0.0","0.4","10/27/2024"
"455594","TX","0.0","0.0","10/27/2024"
"455597","TX","0.0","0.0","10/27/2024"
"455599","TX","0.0","0.0","10/27/2024"
"455601","TX","1.9","0.0","10/27/2024"
"455602","TX","0.0","1.4","10/27/2024"
"455606","TX","0.0","90.1","10/27/2024"
"455608","TX","48.6","0.0","10/27/2024"
"455611","TX","0.0","0.0","10/27/2024"
"455613","TX","82.5","0.0","10/27/2024"
"455617","TX","Not Available","Not Available","10/27/2024"
"455618","TX","1.2","2.5","10/27/2024"
"455621","TX","31.1","3.0","10/27/2024"
"455625","TX","0.0","2.4","10/27/2024"
"455626","TX","56.8","0.9","10/27/2024"
"455627","TX","1.5","0.0","10/27/2024"
"455628","TX","0.0","0.0","10/27/2024"
"455631","TX","0.0","0.0","10/27/2024"
"455637","TX","0.0","0.0","10/27/2024"
"455638","TX","0.0","0.0","10/27/2024"
"455641","TX","Not Available","Not Available","10/27/2024"
"455642","TX","0.0","0.0","10/27/2024"
"455643","TX","0.0","0.0","10/27/2024"
"455646","TX","0.0","0.0","10/27/2024"
"455651","TX","0.8","0.0","10/27/2024"
"455652","TX","1.1","0.0","10/27/2024"
"455653","TX","16.5","0.4","10/27/2024"
"455662","TX","38.4","11.9","10/27/2024"
"455670","TX","17.2","0.0","10/27/2024"
"455672","TX","0.0","0.0","10/27/2024"
"455673","TX","0.0","1.5","10/27/2024"
"455675","TX","0.0","0.0","10/27/2024"
"455676","TX","0.0","0.0","10/27/2024"
"455678","TX","1.7","2.1","10/27/2024"
"455682","TX","7.4","0.0","10/27/2024"
"455683","TX","4.0","0.0","10/27/2024"
"455684","TX","0.0","0.0","10/27/2024"
"455685","TX","40.9","0.0","10/27/2024"
"455687","TX","0.0","0.0","10/27/2024"
"455689","TX","1.2","18.8","10/27/2024"
"455690","TX","0.0","5.5","10/27/2024"
"455697","TX","32.6","5.7","10/27/2024"
"455699","TX","0.0","0.0","10/27/2024"
"455700","TX","Not Available","Not Available","10/27/2024"
"455703","TX","0.0","0.0","10/27/2024"
"455705","TX","Not Available","Not Available","10/27/2024"
"455713","TX","0.0","1.1","10/27/2024"
"455714","TX","0.0","0.0","10/27/2024"
"455715","TX","0.0","0.0","10/27/2024"
"455718","TX","83.0","0.0","10/27/2024"
"455724","TX","0.0","0.0","10/27/2024"
"455725","TX","0.0","0.0","10/27/2024"
"455726","TX","0.0","0.0","10/27/2024"
"455727","TX","0.0","0.0","10/27/2024"
"455731","TX","0.0","0.7","10/27/2024"
"455732","TX","0.7","0.0","10/27/2024"
"455733","TX","0.0","0.0","10/27/2024"
"455737","TX","0.0","0.0","10/27/2024"
"455742","TX","0.0","0.0","10/27/2024"
"455744","TX","1.4","1.2","10/27/2024"
"455745","TX","0.0","0.0","10/27/2024"
"455748","TX","0.0","0.0","10/27/2024"
"455753","TX","0.0","0.0","10/27/2024"
"455754","TX","88.2","69.4","10/27/2024"
"455757","TX","0.0","0.0","10/27/2024"
"455761","TX","29.2","2.3","10/27/2024"
"455762","TX","0.0","0.0","10/27/2024"
"455763","TX","24.7","0.0","10/27/2024"
"455770","TX","0.0","0.0","10/27/2024"
"455771","TX","70.1","26.8","10/27/2024"
"455785","TX","0.0","7.4","10/27/2024"
"455789","TX","0.8","3.8","10/27/2024"
"455796","TX","1.1","0.0","10/27/2024"
"455797","TX","0.0","0.0","10/27/2024"
"455798","TX","100.0","0.0","10/27/2024"
"455799","TX","Not Available","Not Available","10/27/2024"
"455800","TX","44.2","0.0","10/27/2024"
"455802","TX","0.0","0.0","10/27/2024"
"455804","TX","0.0","0.0","10/27/2024"
"455806","TX","0.0","0.0","10/27/2024"
"455808","TX","14.9","0.0","10/27/2024"
"455812","TX","0.0","0.0","10/27/2024"
"455815","TX","0.0","0.0","10/27/2024"
"455817","TX","0.0","0.0","10/27/2024"
"455819","TX","0.9","0.0","10/27/2024"
"455822","TX","19.7","12.0","10/27/2024"
"455823","TX","2.5","0.0","10/27/2024"
"455824","TX","76.1","88.4","10/27/2024"
